Label,Cluster,Color
QRU91326.1,36,#7fffd4
QRU91398.1,27,#b0c4de
QRU91530.1,27,#b0c4de
QRU91614.1,27,#b0c4de
QRU90223.1,28,#ff00ff
QRU90371.1,28,#ff00ff
QRU90717.1,28,#ff00ff
QRU91050.1,28,#ff00ff
QRU91962.1,28,#ff00ff
QRU91146.1,34,#7b68ee
QRU90061.1,29,#fa8072
QRU90430.1,29,#fa8072
QRU91554.1,29,#fa8072
QRU90466.1,30,#ffff54
QRU91506.1,30,#ffff54
QRU91842.1,30,#ffff54
QRU90084.1,31,#6495ed
QRU90775.1,31,#6495ed
QRU91122.1,31,#6495ed
QRU90096.1,32,#dda0dd
QRU90751.1,32,#dda0dd
QRU92070.1,32,#dda0dd
QRU90201.1,33,#90ee90
QRU91830.1,33,#90ee90
QRU91902.1,33,#90ee90
QRU90326.1,34,#7b68ee
QRU90348.1,34,#7b68ee
QRU90383.1,34,#7b68ee
QRU90798.1,34,#7b68ee
QRU90894.1,34,#7b68ee
QRU90478.1,35,#afeeee
QRU90562.1,35,#afeeee
QRU90810.1,35,#afeeee
QRU91434.1,35,#afeeee
QRU91686.1,35,#afeeee
QRU91974.1,35,#afeeee
QRU90281.1,36,#7fffd4
QRU90787.1,36,#7fffd4
QRU89938.1,37,#ff69b4
QRU91098.1,37,#ff69b4
QRU90178.1,38,#ffb6c1
QRU90233.1,38,#ffb6c1
QRU91230.1,38,#ffb6c1
QRU90336.1,39,#2f4f4f
QRU90870.1,40,#556b2f
QRU91002.1,40,#556b2f
QRU91206.1,40,#556b2f
QRU92238.1,40,#556b2f
QRU90693.1,21,#ffd700
QRU90681.1,41,#2e8b57
QRU91074.1,41,#2e8b57
QRU91242.1,41,#2e8b57
QRU91638.1,41,#2e8b57
QRU90978.1,17,#b03060
QRU91278.1,17,#b03060
QRU91914.1,17,#b03060
QRU90882.1,17,#b03060
QRU92190.1,17,#b03060
QRU91362.1,11,#4682b4
QRU90598.1,10,#b8860b
YP_009724390.1,10,#b8860b
QRU90634.1,5,#708090
QRU91770.1,5,#708090
QRU91182.1,6,#8b0000
QRU90419.1,5,#708090
QRU90739.1,5,#708090
QRU90966.1,5,#708090
QRU91494.1,5,#708090
QRU91602.1,5,#708090
QRU91626.1,5,#708090
QRU92130.1,2,#8b4513
QRU91254.1,1,#556b2f
QRU90039.1,2,#8b4513
QRU90305.1,1,#556b2f
QRU90763.1,1,#556b2f
QRU92214.1,1,#556b2f
QRU92321.1,1,#556b2f
