Label,Cluster,Color
O28502.ARCFU/44-468,15,#8fbc8f
LCFB.BACSU/7-419,15,#8fbc8f
SRFAC.BACSU/470-867,7,#808000
SRFAB.BACSU/1502-1904,7,#808000
SRFAA.BACSU/467-867,7,#808000
Q9RL07.STRCO/6-416,5,#708090
SRFAA.BACSU/1511-1908,7,#808000
O29570.ARCFU/34-448,5,#708090
Q65NK5.BACLD/466-868,7,#808000
YDAB.BACSU/8-408,4,#228b22
O07411.MYCTU/32-437,5,#708090
Q9Z4X6.STRCO/6361-6777,6,#8b0000
Q65NK4.BACLD/471-862,7,#808000
Q9SNJ6.ORYSJ/20-444,4,#228b22
O06417.MYCTU/54-462,5,#708090
Q9RK14.STRCO/143-540,6,#8b0000
Q65NK3.BACLD/473-870,7,#808000
P95227.MYCTU/67-468,4,#228b22
MENE.STAA8/9-401,5,#708090
B5HJU5.STRE2/1508-1904,6,#8b0000
Q9YCF0.AERPE/27-490,0,#2f4f4f
M4CVQ0.BRARP/21-452,4,#228b22
MENE.ARATH/13-442,5,#708090
Q19878.CAEEL/115-549,0,#2f4f4f
B9IM06.POPTR/37-443,2,#8b4513
AAE2.ARATH/67-504,4,#228b22
P73004.SYNY3/77-555,0,#2f4f4f
4CLL6.ARATH/51-465,2,#8b4513
O83181.TREPA/22-525,0,#2f4f4f
4CL2.SOLTU/34-446,2,#8b4513
O51539.BORBU/9-505,0,#2f4f4f
O51162.BORBU/7-496,0,#2f4f4f
