Label,Cluster,Color,PassOne,PassOneCol
ACBG1.HUMAN/109-573,9,#008080,9,#008080
HMLL.DROME/42-514,9,#008080,9,#008080
LCFH.HAEIN/19-474,9,#008080,9,#008080
Q9X7Z0.STRCO/22-467,9,#008080,9,#008080
DLTA.BACSU/7-404,10,#b8860b,10,#b8860b
DLTA.LISMO/9-411,10,#b8860b,10,#b8860b
DLTA.STRMU/13-412,10,#b8860b,10,#b8860b
I6Y0X0.MYCTU/34-444,11,#4682b4,11,#4682b4
O26753.METTH/12-445,11,#4682b4,11,#4682b4
YNGI.BACSU/13-446,11,#4682b4,11,#4682b4
DHBF.BACSU/1520-1935,12,#d2691e,12,#d2691e
Q9I182.PSEAE/1569-1976,12,#d2691e,12,#d2691e
Q9RK14.STRCO/1626-2040,12,#d2691e,12,#d2691e
Q9Z4X6.STRCO/1675-2097,12,#d2691e,12,#d2691e
E9AC38.LEIMA/100-561,13,#9acd32,13,#9acd32
E9AC40.LEIMA/100-564,13,#9acd32,13,#9acd32
E9AC43.LEIMA/115-580,13,#9acd32,13,#9acd32
ACSL1.HUMAN/100-563,14,#32cd32,14,#32cd32
ACSL5.HUMAN/85-548,14,#32cd32,14,#32cd32
ACSL6.HUMAN/100-563,14,#32cd32,14,#32cd32
LACS6.ARATH/94-556,14,#32cd32,14,#32cd32
O44560.CAEEL/52-515,14,#32cd32,14,#32cd32
Q9VVT8.DROME/112-570,14,#32cd32,14,#32cd32
Q9XWD1.CAEEL/83-550,14,#32cd32,14,#32cd32
LCFA.BACSU/30-460,15.0,#8fbc8f,15,#8fbc8f
A0QNF1.MYCS2/2602-3019,16,#800080,16,#800080
A0QNF1.MYCS2/5648-6049,16,#800080,16,#800080
DHBF.BACSU/464-861,16,#800080,16,#800080
4CLLA.ARATH/10-417,17,#b03060,17,#b03060
G0FS55.AMYMS/15-411,17,#b03060,17,#b03060
O07169.MYCTU/13-428,17,#b03060,17,#b03060
Q2KBQ4.RHIEC/4-395,17,#b03060,17,#b03060
O18693.CAEEL/65-502,18,#9932cc,18,#9932cc
Q9UAV8.CAEEL/72-510,18,#9932cc,18,#9932cc
Q9VMR6.DROME/53-485,18,#9932cc,18,#9932cc
O54154.STRCO/12-427,19,#ff4500,19,#ff4500
Q4KCY5.PSEF5/11-404,19,#ff4500,19,#ff4500
LCFA.ECOLI/29-461,20,#00ced1,20,#00ced1
LCFA.HAEIN/29-463,20,#00ced1,20,#00ced1
Q88EB7.PSEPK/31-461,20,#00ced1,20,#00ced1
Q8P9K5.XANCP/31-465,20,#00ced1,20,#00ced1
DIP2C.HUMAN/976-1450,21,#ff8c00,21,#ff8c00
O54155.STRCO/34-488,21,#ff8c00,21,#ff8c00
Q688U4.ORYSJ/36-485,21,#ff8c00,21,#ff8c00
A4XPE3.PSEMY/19-440,22.0,#ffd700,22,#ffd700
D6X7H2.STRE2/33-443,23,#0000cd,23,#0000cd
FADK.ECOLI/48-458,23,#0000cd,23,#0000cd
G3XCR5.RHOPA/32-447,23,#0000cd,23,#0000cd
MBTA.MYCTU/46-459,23,#0000cd,23,#0000cd
O28423.ARCFU/28-456,23,#0000cd,23,#0000cd
Q9HWG3.PSEAE/42-445,23,#0000cd,23,#0000cd
LACS1.ARATH/52-522,24.0,#deb887,24,#deb887
PPSD.BACSU/469-865,25,#00ff00,25,#00ff00
Q65NK5.BACLD/2549-2934,25,#00ff00,25,#00ff00
B0JPV4.MICAN/1523-1947,26.0,#00fa9a,26,#00fa9a
4CL1.ORYSJ/43-463,27.0,#dc143c,27,#dc143c
ENTF.ECOLI/461-863,28,#00bfff,28,#00bfff
O69825.STRCO/8-400,28,#00bfff,28,#00bfff
PPSA.BACSU/464-864,28,#00bfff,28,#00bfff
Q9Z4X6.STRCO/476-883,28,#00bfff,28,#00bfff
Q1D5F8.MYXXD/501-890,26.6,#f4a460,26,#00fa9a
B2J685.NOSP7/470-889,26.5,#0000ff,26,#00fa9a
Q9XV68.CAEEL/21-429,27.4,#a020f0,27,#dc143c
B2J684.NOSP7/1706-2121,26.4,#adff2f,26,#00fa9a
Q9VXZ8.DROME/81-501,27.3,#ff6347,27,#dc143c
B2J682.NOSP7/484-880,26.3,#da70d6,26,#00fa9a
Q19339.CAEEL/25-447,27.2,#b0c4de,27,#dc143c
B0JPV9.MICAN/2445-2839,26.2,#ff00ff,26,#00fa9a
Q17577.CAEEL/23-438,27.1,#f0e68c,27,#dc143c
Q9YF45.AERPE/21-444,22.5,#fa8072,22,#ffd700
Q21872.CAEEL/91-555,24.3,#ffff54,24,#deb887
B0JPV5.MICAN/1737-2129,26.1,#6495ed,26,#00fa9a
Q87W76.PSESM/7-405,22.4,#dda0dd,22,#ffd700
O16775.CAEEL/87-551,24.2,#90ee90,24,#deb887
O53406.MYCTU/16-438,22.3,#7b68ee,22,#ffd700
LACS4.ARATH/55-525,24.1,#afeeee,24,#deb887
O30043.ARCFU/11-435,22.2,#7fffd4,22,#ffd700
O29977.ARCFU/23-450,22.1,#ff69b4,22,#ffd700
Q9RYK3.DEIRA/45-473,15.6,#ffb6c1,15,#8fbc8f
Q9RTR4.DEIRA/42-478,15.5,#2f4f4f,15,#8fbc8f
O29418.ARCFU/46-474,15.4,#556b2f,15,#8fbc8f
O28762.ARCFU/27-448,15.3,#8b4513,15,#8fbc8f
O28502.ARCFU/44-468,15.2,#2e8b57,15,#8fbc8f
LCFB.BACSU/7-419,15.1,#228b22,15,#8fbc8f
SRFAC.BACSU/470-867,7.7,#708090,7,#808000
SRFAB.BACSU/1502-1904,7.6,#8b0000,7,#808000
SRFAA.BACSU/467-867,7.5,#808000,7,#808000
Q9RL07.STRCO/6-416,5.6,#483d8b,5,#708090
SRFAA.BACSU/1511-1908,7.4,#008080,7,#808000
O29570.ARCFU/34-448,5.5,#b8860b,5,#708090
Q65NK5.BACLD/466-868,7.3,#4682b4,7,#808000
YDAB.BACSU/8-408,4.5,#d2691e,4,#228b22
O07411.MYCTU/32-437,5.4,#9acd32,5,#708090
Q9Z4X6.STRCO/6361-6777,6.3,#32cd32,6,#8b0000
Q65NK4.BACLD/471-862,7.2,#8fbc8f,7,#808000
Q9SNJ6.ORYSJ/20-444,4.4,#800080,4,#228b22
O06417.MYCTU/54-462,5.3,#b03060,5,#708090
Q9RK14.STRCO/143-540,6.2,#9932cc,6,#8b0000
Q65NK3.BACLD/473-870,7.1,#ff4500,7,#808000
P95227.MYCTU/67-468,4.3,#00ced1,4,#228b22
MENE.STAA8/9-401,5.2,#ff8c00,5,#708090
B5HJU5.STRE2/1508-1904,6.1,#ffd700,6,#8b0000
Q9YCF0.AERPE/27-490,0.6,#0000cd,0,#2f4f4f
M4CVQ0.BRARP/21-452,4.2,#deb887,4,#228b22
MENE.ARATH/13-442,5.1,#00ff00,5,#708090
Q19878.CAEEL/115-549,0.5,#00fa9a,0,#2f4f4f
B9IM06.POPTR/37-443,2.3,#dc143c,2,#8b4513
AAE2.ARATH/67-504,4.1,#00bfff,4,#228b22
P73004.SYNY3/77-555,0.4,#f4a460,0,#2f4f4f
4CLL6.ARATH/51-465,2.2,#0000ff,2,#8b4513
O83181.TREPA/22-525,0.3,#a020f0,0,#2f4f4f
4CL2.SOLTU/34-446,2.1,#adff2f,2,#8b4513
O51539.BORBU/9-505,0.2,#ff6347,0,#2f4f4f
O51162.BORBU/7-496,0.1,#da70d6,0,#2f4f4f
