Label,Cluster,Color
Ontario.CAN/12.17/5/G,10,#dcbeff
Massachusetts.USA/52.16/G,11,#9A6324
Ontario.CAN/09.17/9/G,11,#9A6324
Ontario.CAN/06.17/4/G,11,#9A6324
BritishColumbia.CAN/8.17/5/G,11,#9A6324
BritishColumbia.CAN/8.17/8/G,11,#9A6324
BritishColumbia.CAN/8.17/2/G,11,#9A6324
Ontario.CAN/08.17/3/G,11,#9A6324
Ontario.CAN/09.17/2/G,11,#9A6324
Ontario.CAN/08.17/2/G,11,#9A6324
Ontario.CAN/07.17/1/G,11,#9A6324
Ontario.CAN/13.17/2/G,11,#9A6324
Ontario.CAN/09.17/4/G,11,#9A6324
Ontario.CAN/12.17/4/G,11,#9A6324
Ontario.CAN/06.17/3/G,11,#9A6324
Ontario.CAN/06.17/1/G,11,#9A6324
Washington.USA/11.17/FH96/G,11,#9A6324
NewJersey.USA/16.14/2/G,12,#b3a400
Washington.USA/18.17/FH147/G,13,#800000
Washington.USA/3.17/FH62/G,13,#800000
Washington.USA/7.17/FH15/G,13,#800000
Washington.USA/12.17/FH144/G,13,#800000
Washington.USA/11.17/FH143/G,13,#800000
Washington.USA/2.17/FH84/G,13,#800000
Washington.USA/15.17/FH146/G,13,#800000
Washington.USA/3.17/FH67/G,13,#800000
Wisconsin.USA/15.06/FH131/G,14,#82baff
Wisconsin.USA/50.16/FH126/G,15,#808000
BritishColumbia.CAN/24.16/2/G,16,#ffd8b1
BritishColumbia.CAN/23.16/1/G,16,#ffd8b1
BritishColumbia.CAN/21.16/4/G,16,#ffd8b1
BritishColumbia.CAN/19.16/1/G,16,#ffd8b1
BritishColumbia.CAN/19.16/5/G,16,#ffd8b1
BritishColumbia.CAN/18.16/4/G,16,#ffd8b1
BritishColumbia.CAN/18.16/2/G,16,#ffd8b1
Massachusetts.USA/26.15/1/G,17,#0072B2
NewJersey.USA/49.14/G,17,#0072B2
NewYork/10.14/2/G,17,#0072B2
NewYork.USA/51.14/G,17,#0072B2
Pennsylvania.USA/51.14/G,17,#0072B2
Virginia.USA/51.14/G,17,#0072B2
Washington.USA/17.17/FH39/G,18,#999999
Washington.USA/30.17/FH32/G,18,#999999
Washington.USA/20.17/FH148/G,18,#999999
Washington.USA/23.17/FH149/G,18,#999999
Washington.USA/23.17/FH150/G,18,#999999
Washington.USA/21.17/FH69/G,18,#999999
Washington.USA/15.17/FH20/G,18,#999999
Washington.USA/20.17/FH73/G,18,#999999
Louisiana.USA/29.17/G,19,#E69F00
Texas.USA/27.17/G,19,#E69F00
Massachusetts.USA/21.16/1/G,19,#E69F00
Wisconsin.USA/24.16/FH120/G,19,#E69F00
Texas.USA/15.17/G,19,#E69F00
Massachusetts.USA/46.16/2/G,19,#E69F00
Massachusetts.USA/46.16/4/G,19,#E69F00
Texas.USA/18.17/G,19,#E69F00
Ohio.USA/46.17/FH157/G,19,#E69F00
NorthCarolina.USA/11.17/FH136/G,19,#E69F00
Alabama.USA/50.17/FH156/G,19,#E69F00
BritishColumbia.CAN/8.17/3/G,19,#E69F00
Massachusetts.USA/45.16/5/G,19,#E69F00
Massachusetts.USA/45.16/7/G,19,#E69F00
BritishColumbia.CAN/28.16/6/G,20,#56B4E9
BritishColumbia.CAN/18.17/2/G,21,#009E73
Arkansas.USA/46.16/G,21,#009E73
Washington.USA/51.16/FH41/G,21,#009E73
Washington.USA/50.16/FH3/G,21,#009E73
Washington.USA/5.17/FH27/G,21,#009E73
Arkansas.USA/45.16/G,21,#009E73
Washington.USA/1.17/FH7/G,21,#009E73
Washington.USA/2.17/FH47/G,21,#009E73
Washington.USA/4.17/FH68/G,21,#009E73
Washington.USA/6.17/FH12/G,21,#009E73
Washington.USA/5.17/FH72/G,21,#009E73
Washington.USA/29.17/FH83/G,21,#009E73
Washington.USA/19.17/FH80/G,21,#009E73
Massachusetts.USA/20.16/2/G,22,#F0E442
Missouri.USA/29.15/FH114/G,23,#0072B2
BritishColumbia.CAN/14.11/2/G,24,#D55E00
Washington.USA/20.17/FH81/G,25,#CC79A7
Massachusetts.USA/16.16/15/G,26,#f46d43
Washington.USA/9.17/FH31/G,27,#abd9e9
Massachusetts.USA/8.16/5/G,28,#e6194B
Ohio.USA/13.14/10/G,29,#3cb44b
Ohio.USA/13.14/6/G,29,#3cb44b
Ohio.USA/12.14/9/G,29,#3cb44b
Michigan.USA/12.14/G,29,#3cb44b
Ohio.USA/16.14/2/G,29,#3cb44b
Ohio.USA/16.14/1/G,29,#3cb44b
Ohio.USA/11.14/2/G,29,#3cb44b
Ohio.USA/13.14/7/G,29,#3cb44b
Indiana.USA/49.16/G,30,#ffe119
BritishColumbia.CAN/28.16/4/G,31,#4363d8
Massachusetts.USA/18.16/4/G,32,#f58231
Arkansas.USA/47.16/G,33,#ba3fdf
Springdale.730/2016/G,33,#ba3fdf
Arkansas.USA/41.16/G,33,#ba3fdf
Ohio.USA/2.17/FH128/G,33,#ba3fdf
Ohio.USA/7.17/FH130/G,33,#ba3fdf
Arkansas.USA/5.17/G,33,#ba3fdf
Massachusetts.USA/19.16/3/G,34,#42d4f4
Massachusetts.USA/10.16/8/G,35,#bfef45
Massachusetts.USA/19.16/11/G,34,#42d4f4
Massachusetts.USA/19.16/8/G,34,#42d4f4
Massachusetts.USA/18.16/2/G,34,#42d4f4
Massachusetts.USA/16.16/10/G,34,#42d4f4
Massachusetts.USA/16.16/14/G,34,#42d4f4
Massachusetts.USA/16.16/19/G,34,#42d4f4
Massachusetts.USA/17.16/13/G,34,#42d4f4
Massachusetts.USA/16.16/16/G,34,#42d4f4
Massachusetts.USA/17.16/2/G,34,#42d4f4
Massachusetts.USA/17.16/4/G,34,#42d4f4
Massachusetts.USA/20.16/1/G,34,#42d4f4
BritishColumbia.CAN/31.16/1/G,20,#56B4E9
Massachusetts.USA/19.16/5/G,34,#42d4f4
BritishColumbia.CAN/30.16/1/G,20,#56B4E9
Massachusetts.USA/18.16/1/G,34,#42d4f4
Massachusetts.USA/12.16/4/G,35,#bfef45
BritishColumbia.CAN/31.16/2/G,20,#56B4E9
Massachusetts.USA/17.16/9/G,34,#42d4f4
Massachusetts.USA/16.16/1/G,35,#bfef45
BritishColumbia.CAN/28.16/1/G,20,#56B4E9
BritishColumbia.CAN/19.16/2/G,31,#4363d8
Massachusetts.USA/18.16/3/G,34,#42d4f4
Massachusetts.USA/17.16/11/G,35,#bfef45
BritishColumbia.CAN/27.16/7/G,20,#56B4E9
BritishColumbia.CAN/22.16/2/G,31,#4363d8
Massachusetts.USA/16.16/17/G,34,#42d4f4
Massachusetts.USA/17.16/10/G,35,#bfef45
BritishColumbia.CAN/26.16/5/G,20,#56B4E9
Massachusetts.USA/30.16/1/G,22,#F0E442
Massachusetts.USA/10.16/10/G,23,#0072B2
Kansas.USA/15.17/G,30,#ffe119
BritishColumbia.CAN/18.16/3/G,31,#4363d8
Massachusetts.USA/16.16/18/G,34,#42d4f4
Massachusetts.USA/17.16/1/G,35,#bfef45
BritishColumbia.CAN/29.16/4/G,20,#56B4E9
Massachusetts.USA/27.16/1/G,22,#F0E442
Massachusetts.USA/16.16/12/G,23,#0072B2
Massachusetts.USA/19.16/9/G,26,#f46d43
Kansas.USA/10.17/G,30,#ffe119
BritishColumbia.CAN/27.16/4/G,31,#4363d8
Massachusetts.USA/16.16/7/G,34,#42d4f4
Massachusetts.USA/10.16/7/G,35,#bfef45
BritishColumbia.CAN/27.16/3/G,20,#56B4E9
Montana.USA/11.16/G,22,#F0E442
Massachusetts.USA/19.16/6/G,23,#0072B2
Massachusetts.USA/17.16/3/G,26,#f46d43
Missouri.USA/7.17/FH129/G,30,#ffe119
BritishColumbia.CAN/19.16/3/G,31,#4363d8
Massachusetts.USA/16.16/3/G,34,#42d4f4
BritishColumbia.CAN/25.16/3/G,20,#56B4E9
Manitoba.CAN/43.16/5/G,22,#F0E442
Wisconsin.USA/46.15/FH117/G,23,#0072B2
Massachusetts.USA/17.16/6/G,26,#f46d43
Washington.USA/50.16/FH2/G,27,#abd9e9
NorthDakota.USA/14.17/G,30,#ffe119
BritishColumbia.CAN/20.16/1/G,31,#4363d8
Massachusetts.USA/19.16/2/G,32,#f58231
BritishColumbia.CAN/16.16/4/G,20,#56B4E9
Manitoba.CAN/47.16/4/G,22,#F0E442
Wisconsin.USA/42.15/FH116/G,23,#0072B2
Washington.USA/10.17/FH43/G,25,#CC79A7
Massachusetts.USA/22.16/1/G,26,#f46d43
Washington.USA/6.17/FH13/G,27,#abd9e9
NorthDakota.USA/9.17/G,30,#ffe119
BritishColumbia.CAN/18.16/G,31,#4363d8
Massachusetts.USA/19.16/4/G,32,#f58231
Washington.USA/17.17/FH38/G,15,#808000
BritishColumbia.CAN/17.16/G,20,#56B4E9
Manitoba.CAN/44.16/15/G,22,#F0E442
Wisconsin.USA/51.15/FH163/G,23,#0072B2
Washington.USA/9.17/FH42/G,25,#CC79A7
Massachusetts.USA/19.16/7/G,26,#f46d43
Washington.USA/4.17/FH49/G,27,#abd9e9
Massachusetts.USA/10.16/12/G,28,#e6194B
NorthDakota.USA/15.17/G,30,#ffe119
BritishColumbia.CAN/33.16/2/G,31,#4363d8
Washington.USA/16.17/FH36/G,15,#808000
BritishColumbia.CAN/28.16/5/G,20,#56B4E9
Manitoba.CAN/43.16/11/G,22,#F0E442
Pennsylvania.USA/19.16/G,23,#0072B2
Washington.USA/5.17/FH162/G,25,#CC79A7
Massachusetts.USA/16.16/2/G,26,#f46d43
Washington.USA/3.17/FH24/G,27,#abd9e9
Massachusetts.USA/8.16/1/G,28,#e6194B
Indiana.USA/1.17/G,30,#ffe119
Washington.USA/16.17/FH63/G,15,#808000
BritishColumbia.CAN/24.16/3/G,20,#56B4E9
Missouri.USA/15.17/FH135/G,22,#F0E442
Michigan.USA/4.16/G,23,#0072B2
California.USA/40.11/G,24,#D55E00
Washington.USA/2.17/FH22/G,25,#CC79A7
Massachusetts.USA/16.16/6/G,26,#f46d43
Washington.USA/11.17/FH56/G,27,#abd9e9
Massachusetts.USA/8.16/2/G,28,#e6194B
Massachusetts.USA/19.16/10/G,3,#4363d8
Arkansas.USA/48.16/G,15,#808000
BritishColumbia.CAN/34.16/3/G,20,#56B4E9
Washington.USA/16.17/FH79/G,22,#F0E442
Ohio.USA/19.16/FH119/G,23,#0072B2
Ontario.CAN/50.09/3/G,24,#D55E00
Washington.USA/52.16/FH28/G,25,#CC79A7
Massachusetts.USA/16.16/5/G,26,#f46d43
Washington.USA/49.16/FH45/G,27,#abd9e9
Massachusetts.USA/8.16/6/G,28,#e6194B
Massachusetts.USA/22.16/2/G,3,#4363d8
Washington.USA/4.17/FH48/G,15,#808000
BritishColumbia.CAN/29.16/3/G,20,#56B4E9
BritishColumbia.CAN/11.16/G,22,#F0E442
Wisconsin.USA/19.16/FH121/G,23,#0072B2
Ontario.CAN/50.09/1/G,24,#D55E00
Washington.USA/50.16/FH64/G,25,#CC79A7
Massachusetts.USA/16.16/8/G,26,#f46d43
Washington.USA/9.17/FH18/G,27,#abd9e9
Massachusetts.USA/16.16/9/G,3,#4363d8
Washington.USA/5.17/FH50/G,5,#ba3fdf
Arkansas.USA/12.17/G,15,#808000
BritishColumbia.CAN/21.16/2/G,20,#56B4E9
Washington.USA/19.17/FH53/G,22,#F0E442
Wisconsin.USA/2.16/FH118/G,23,#0072B2
Ontario.CAN/38.09/2/G,24,#D55E00
Washington.USA/49.16/FH158/G,25,#CC79A7
Massachusetts.USA/19.16/1/G,26,#f46d43
Massachusetts.USA/14.16/2/G,3,#4363d8
Alabama.USA/11.17/FH90/G,5,#ba3fdf
Washington.USA/12.17/FH76/G,15,#808000
BritishColumbia.CAN/21.16/6/G,20,#56B4E9
Massachusetts.USA/13.16/4/G,22,#F0E442
Wisconsin.USA/42.15/FH115/G,23,#0072B2
Ontario.CAN/40.09/1/G,24,#D55E00
Washington.USA/48.16/FH1/G,25,#CC79A7
Massachusetts.USA/11.16/3/G,3,#4363d8
Massachusetts.USA/14.17/2/G,5,#ba3fdf
Arkansas.USA/13.17/G,15,#808000
BritishColumbia.CAN/25.16/5/G,20,#56B4E9
Massachusetts.USA/46.16/5/G,22,#F0E442
Massachusetts.USA/12.16/5/G,23,#0072B2
Ontario.CAN/37.09/G,24,#D55E00
Massachusetts.USA/11.16/5/G,3,#4363d8
Kansas.USA/13.17/2/G,5,#ba3fdf
Arkansas.USA/51.16/G,15,#808000
BritishColumbia.CAN/13.16/G,20,#56B4E9
Ohio.USA/2.18/FH102/G,22,#F0E442
Illinois.USA/26.15/2/G,23,#0072B2
Massachusetts.USA/10.16/9/G,3,#4363d8
Alabama.USA/7.17/FH164/G,5,#ba3fdf
NewYork.USA/8.14/G,12,#b3a400
Wisconsin.USA/7.07/FH154/G,14,#82baff
Arkansas.USA/52.16/G,15,#808000
BritishColumbia.CAN/29.16/5/G,20,#56B4E9
Massachusetts.USA/37.15/1/G,22,#F0E442
Massachusetts.USA/10.16/1/G,3,#4363d8
Alabama.USA/19.17/FH92/G,5,#ba3fdf
NewYork.USA.USA/51.14/G,12,#b3a400
Wisconsin.USA/11.07/FH109/G,14,#82baff
Arkansas.USA/50.16/G,15,#808000
BritishColumbia.CAN/26.16/1/G,20,#56B4E9
Massachusetts.USA/12.16/2/G,3,#4363d8
Kansas.USA/9.17/2/G,5,#ba3fdf
NewYork.USA/10.14/2/G,12,#b3a400
Wisconsin.USA/11.07/FH108/G,14,#82baff
Arkansas.USA/49.16/G,15,#808000
BritishColumbia.CAN/36.16/G,20,#56B4E9
Washington.USA/2.17/FH66/G,1,#3cb44b
Massachusetts.USA/12.16/3/G,3,#4363d8
Missouri.USA/33.17/FH155/G,5,#ba3fdf
NewYork.USA/10.14/3/G,12,#b3a400
Wisconsin.USA/7.07/FH107/G,14,#82baff
Arkansas.USA/44.16/G,15,#808000
Washington.USA/1.17/FH29/G,1,#3cb44b
Massachusetts.USA/10.16/4/G,3,#4363d8
Missouri.USA/24.17/FH165/G,5,#ba3fdf
Wisconsin.USA/16.14/FH85/G,12,#b3a400
Wisconsin.USA/41.06/FH153/G,14,#82baff
Arkansas.USA/43.16/G,15,#808000
Washington.USA/51.16/FH46/G,1,#3cb44b
Massachusetts.USA/9.16/4/G,3,#4363d8
Kansas.USA/8.17/4/G,5,#ba3fdf
Wisconsin.USA/20.14/FH111/G,12,#b3a400
Wisconsin.USA/41.06/FH99/G,14,#82baff
Springdale.754/2016/G,15,#808000
Washington.USA/50.16/FH33/G,1,#3cb44b
Massachusetts.USA/9.16/1/G,3,#4363d8
Washington.USA/6.17/FH51/G,5,#ba3fdf
Wisconsin.USA/29.14/FH113/G,12,#b3a400
Wisconsin.USA/37.06/FH93/G,14,#82baff
Springdale.745/2016/G,15,#808000
Washington.USA/4.17/FH60/G,1,#3cb44b
Massachusetts.USA/13.16/1/G,3,#4363d8
Alabama.USA/15.17/FH139/G,5,#ba3fdf
Wisconsin.USA/24.14/FH112/G,12,#b3a400
Wisconsin.USA/28.06/FH159/G,14,#82baff
Kansas.USA/8.17/G,15,#808000
Washington.USA/5.17/FH10/G,1,#3cb44b
Massachusetts.USA/16.16/4/G,3,#4363d8
Illinois.USA/14.17/G,5,#ba3fdf
Wisconsin.USA/20.14/FH86/G,12,#b3a400
Iowa.USA/06/G,14,#82baff
Washington.USA/1.17/FH5/G,1,#3cb44b
Massachusetts.USA/15.16/1/G,3,#4363d8
Missouri.USA/19.17/FH140/G,5,#ba3fdf
Wisconsin.USA/16.14/FH110/G,12,#b3a400
Washington.USA/1.17/FH160/G,1,#3cb44b
Massachusetts.USA/15.16/2/G,3,#4363d8
Washington.USA/17.17/FH37/G,5,#ba3fdf
Indiana.USA/5.14/G,12,#b3a400
Washington.USA/52.16/FH75/G,1,#3cb44b
Massachusetts.USA/17.16/12/G,3,#4363d8
Missouri.USA/2.17/FH127/G,5,#ba3fdf
Washington.USA/12.17/FH97/G,1,#3cb44b
Massachusetts.USA/17.16/7/G,3,#4363d8
Missouri.USA/46.16/FH123/G,5,#ba3fdf
Washington.USA/5.17/FH11/G,1,#3cb44b
Massachusetts.USA/10.16/2/G,3,#4363d8
Missouri.USA/50.16/FH125/G,5,#ba3fdf
Missouri.USA/32.16/FH88/G,6,#42d4f4
Washington.USA/2.17/FH26/G,1,#3cb44b
Massachusetts.USA/8.16/3/G,3,#4363d8
Massachusetts.USA/14.17/G,5,#ba3fdf
Massachusetts.USA/33.16/1/G,6,#42d4f4
Washington.USA/1.17/FH77/G,1,#3cb44b
Massachusetts.USA/11.16/4/G,3,#4363d8
Massachusetts.USA/8.17/G,5,#ba3fdf
Massachusetts.USA/27.16/2/G,6,#42d4f4
Washington.USA/50.16/FH4/G,1,#3cb44b
Massachusetts.USA/17.16/8/G,3,#4363d8
Missouri.USA/41.16/FH122/G,5,#ba3fdf
NewHampshire.USA/40.16/G,6,#42d4f4
Washington.USA/49.16/FH55/G,1,#3cb44b
Massachusetts.USA/10.16/13/G,3,#4363d8
Indiana.USA/48.16/G,5,#ba3fdf
Arkansas.USA/38.16/G,1,#3cb44b
Massachusetts.USA/14.16/1/G,3,#4363d8
Washington.USA/20.17/FH82/G,1,#3cb44b
Massachusetts.USA/10.16/3/G,3,#4363d8
Washington.USA/4.17/FH103/G,1,#3cb44b
Washington.USA/7.17/FH106/G,1,#3cb44b
